SaleID;SaleDate;SaleShippedDate;SaleShipFreight;SaleDetailUnitPrice;SaleDetailQuantity;SaleDetailDiscount;ProductID;ProductName;ProductDiscontinued;SupplierID;SupplierName;SupplierAddress;SupplierCity;SupplierCountry;SupplierPostalCode;SupplierPhone;SupplierFax;SupplierContactName;SupplierContactTitle;CategoryID;CategoryName;CategoryDescription;CustomerID;CustomerName;CustomerAddress;CustomerCity;CustomerCountry;CustomerPhone;CustomerFax;CustomerPostalCode;CustomerContactName;CustomerContactTitle;EmployeeID;EmployeeLastName;EmployeeFirstName;EmployeeTitle;EmployeeBirthDate;EmployeeHireDate;EmployeeAddress;EmployeeCity;EmployeeCountry;EmployeePostalCode;EmployeePhone;ShipperID;ShipperName;ShipperPhone
10808;2021-01-01 00:00:00.000;2021-01-09 00:00:00.000;45,53;38;20;0,15;56;Gnocchi di nonna Alice;0;26;Pasta Buttini s.r.l.;Via dei Gelsomini, 153;Salerno;Italy;84100;(089) 6547665;(089) 6547667;Giovanni Giudici;Order Administrator;5;Grains/Cereals;Breads, crackers, pasta, and cereal;OLDWO;Old World Delicatessen;2743 Bering St.;Anchorage;USA;(907) 555-7584;(907) 555-2880;99508;Rene Phillips;Sales Representative;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;3;Federal Shipping;(503) 555-9931
10808;2021-01-01 00:00:00.000;2021-01-09 00:00:00.000;45,53;18;50;0,15;76;Lakkalikööri;0;23;Karkki Oy;Valtakatu 12;Lappeenranta;Finland;53120;(953) 10956;NULL;Anne Heikkonen;Product Manager;1;Beverages;Soft drinks, coffees, teas, beers, and ales;OLDWO;Old World Delicatessen;2743 Bering St.;Anchorage;USA;(907) 555-7584;(907) 555-2880;99508;Rene Phillips;Sales Representative;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;3;Federal Shipping;(503) 555-9931
10809;2021-01-01 00:00:00.000;2021-01-07 00:00:00.000;4,87;7;20;0;52;Filo Mix;0;24;G'day, Mate;170 Prince Edward Parade Hunter's Hill;Sydney;Australia;2042;(02) 555-5914;(02) 555-4873;Wendy Mackenzie;Sales Representative;5;Grains/Cereals;Breads, crackers, pasta, and cereal;WELLI;Wellington Importadora;Rua do Mercado, 12;Resende;Brazil;(14) 555-8122;NULL;08737-363;Paula Parente;Sales Manager;7;King;Robert;Sales Representative;1983-05-29 00:00:00.000;2017-01-02 00:00:00.000;Edgeham Hollow Winchester Way;London;UK;RG1 9SP;(71) 555-5598;1;Speedy Express;(503) 555-9831
10810;2021-01-01 00:00:00.000;2021-01-07 00:00:00.000;4,33;6;7;0;13;Konbu;0;6;Mayumi's;92 Setsuko Chuo-ku;Osaka;Japan;545;(06) 431-7877;NULL;Mayumi Ohno;Marketing Representative;8;Seafood;Seaweed and fish;LAUGB;Laughing Bacchus Wine Cellars;1900 Oak St.;Vancouver;Canada;(604) 555-3392;(604) 555-7293;V3F 2K1;Yoshi Tannamuri;Marketing Assistant;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;3;Federal Shipping;(503) 555-9931
10810;2021-01-01 00:00:00.000;2021-01-07 00:00:00.000;4,33;14;5;0;25;NuNuCa Nuß-Nougat-Creme;0;11;Heli Süßwaren GmbH & Co. KG;Tiergartenstraße 5;Berlin;Germany;10785;(010) 9984510;NULL;Petra Winkler;Sales Manager;3;Confections;Desserts, candies, and sweet breads;LAUGB;Laughing Bacchus Wine Cellars;1900 Oak St.;Vancouver;Canada;(604) 555-3392;(604) 555-7293;V3F 2K1;Yoshi Tannamuri;Marketing Assistant;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;3;Federal Shipping;(503) 555-9931
10810;2021-01-01 00:00:00.000;2021-01-07 00:00:00.000;4,33;15;5;0;70;Outback Lager;0;7;Pavlova, Ltd.;74 Rose St. Moonie Ponds;Melbourne;Australia;3058;(03) 444-2343;(03) 444-6588;Ian Devling;Marketing Manager;1;Beverages;Soft drinks, coffees, teas, beers, and ales;LAUGB;Laughing Bacchus Wine Cellars;1900 Oak St.;Vancouver;Canada;(604) 555-3392;(604) 555-7293;V3F 2K1;Yoshi Tannamuri;Marketing Assistant;2;Fuller;Andrew;Vice President, Sales;1975-02-19 00:00:00.000;2015-08-14 00:00:00.000;908 W. Capital Way;Tacoma;USA;98401;(206) 555-9482;3;Federal Shipping;(503) 555-9931
10811;2021-01-02 00:00:00.000;2021-01-08 00:00:00.000;31,22;9,2;15;0;19;Teatime Chocolate Biscuits;0;8;Specialty Biscuits, Ltd.;29 King's Way;Manchester;UK;M14 GSD;(161) 555-4448;NULL;Peter Wilson;Sales Representative;3;Confections;Desserts, candies, and sweet breads;LINOD;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;(8) 34-56-12;(8) 34-93-93;4980;Felipe Izquierdo;Owner;8;Callahan;Laura;Inside Sales Coordinator;1981-01-09 00:00:00.000;2017-03-05 00:00:00.000;4726 - 11th Ave. N.E.;Seattle;USA;98105;(206) 555-1189;1;Speedy Express;(503) 555-9831
10811;2021-01-02 00:00:00.000;2021-01-08 00:00:00.000;31,22;9;18;0;23;Tunnbröd;0;9;PB Knäckebröd AB;Kaloadagatan 13;Göteborg;Sweden;S-345 67;031-987 65 43;031-987 65 91;Lars Peterson;Sales Agent;5;Grains/Cereals;Breads, crackers, pasta, and cereal;LINOD;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;(8) 34-56-12;(8) 34-93-93;4980;Felipe Izquierdo;Owner;8;Callahan;Laura;Inside Sales Coordinator;1981-01-09 00:00:00.000;2017-03-05 00:00:00.000;4726 - 11th Ave. N.E.;Seattle;USA;98105;(206) 555-1189;1;Speedy Express;(503) 555-9831
10811;2021-01-02 00:00:00.000;2021-01-08 00:00:00.000;31,22;18,4;30;0;40;Boston Crab Meat;0;19;New England Seafood Cannery;Order Processing Dept. 2100 Paul Revere Blvd.;Boston;USA;2134;(617) 555-3267;(617) 555-3389;Robb Merchant;Wholesale Account Agent;8;Seafood;Seaweed and fish;LINOD;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;(8) 34-56-12;(8) 34-93-93;4980;Felipe Izquierdo;Owner;8;Callahan;Laura;Inside Sales Coordinator;1981-01-09 00:00:00.000;2017-03-05 00:00:00.000;4726 - 11th Ave. N.E.;Seattle;USA;98105;(206) 555-1189;1;Speedy Express;(503) 555-9831
10812;2021-01-02 00:00:00.000;2021-01-12 00:00:00.000;59,78;12,5;16;0,1;31;Gorgonzola Telino;0;14;Formaggi Fortini s.r.l.;Viale Dante, 75;Ravenna;Italy;48100;(0544) 60323;(0544) 60603;Elio Rossi;Sales Representative;4;Dairy Products;Cheeses;REGGC;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;Italy;0522-556721;0522-556722;42100;Maurizio Moroni;Sales Associate;5;Buchanan;Steven;Sales Manager;1978-03-04 00:00:00.000;2016-10-17 00:00:00.000;14 Garrett Hill;London;UK;SW1 8JR;(71) 555-4848;1;Speedy Express;(503) 555-9831
